# id	name	slot  (from equipment-models.json, cache revision 2026-08-04)
23995	Blade of saeldor	weapon
23997	Blade of saeldor (inactive)	weapon
24000	Crystal grail	weapon
24003	Elven boots	boots
24006	Elven gloves	hands
24009	Elven top	torso
24012	Elven skirt	legs
24015	Elven top	torso
24018	Elven skirt	legs
24021	Elven top	torso
24024	Elven legwear	legs
24027	Elven top	torso
24034	Dragonstone full helm	head
24037	Dragonstone platebody	torso
24040	Dragonstone platelegs	legs
24043	Dragonstone boots	boots
24046	Dragonstone gauntlets	hands
24077	null	?
24078	null	?
24079	null	?
24080	null	?
24081	null	?
24082	null	?
24083	null	?
24084	null	?
24085	null	?
24086	null	?
24087	null	?
24088	null	?
24089	null	?
24090	null	?
24091	null	?
24092	null	?
24093	null	?
24094	null	?
24095	null	?
24096	null	?
24097	null	?
24098	null	?
24099	null	?
24100	null	?
24101	null	?
24102	null	?
24103	null	?
24104	null	?
24105	null	?
24106	null	?
24107	null	?
24108	null	?
24109	null	?
24110	null	?
24111	null	?
24112	null	?
24113	null	?
24114	null	?
24115	null	?
24116	null	?
24117	null	?
24118	null	?
24119	null	?
24120	null	?
24121	null	?
24122	null	?
24123	Crystal bow	weapon
24125	Crystal halberd	weapon
24127	Crystal shield	shield
24133	Infernal max cape (l)	cape
24134	Fire max cape (l)	cape
24135	Assembler max cape (l)	cape
24136	Bronze defender (l)	shield
24137	Iron defender (l)	shield
24138	Steel defender (l)	shield
24139	Black defender (l)	shield
24140	Mithril defender (l)	shield
24141	Adamant defender (l)	shield
24142	Rune defender (l)	shield
24143	Dragon defender (l)	shield
24144	Staff of balance	weapon
24157	Decorative sword (l)	weapon
24158	Decorative armour (l)	torso
24159	Decorative armour (l)	legs
24160	Decorative helm (l)	head
24161	Decorative shield (l)	shield
24162	Decorative armour (l)	legs
24163	Decorative armour (l)	torso
24164	Decorative armour (l)	legs
24165	Decorative armour (l)	head
24166	Decorative armour (l)	torso
24167	Decorative armour (l)	legs
24168	Decorative armour (l)	cape
24169	Saradomin halo (l)	head
24170	Zamorak halo (l)	head
24171	Guthix halo (l)	head
24172	Healer hat (l)	head
24173	Fighter hat (l)	head
24174	Ranger hat (l)	head
24175	Fighter torso (l)	torso
24176	Penance skirt (l)	legs
24177	Void knight top (l)	torso
24178	Elite void top (l)	torso
24179	Void knight robe (l)	legs
24180	Elite void robe (l)	legs
24181	Void knight mace (l)	weapon
24182	Void knight gloves (l)	hands
24183	Void mage helm (l)	head
24184	Void ranger helm (l)	head
24185	Void melee helm (l)	head
24186	Avernic defender (l)	shield
24189	Deadman's chest	torso
24190	Deadman's legs	legs
24191	Deadman's cape	cape
24192	Armadyl halo	head
24194	Armadyl halo (l)	head
24195	Bandos halo	head
24197	Bandos halo (l)	head
24198	Seren halo	head
24200	Seren halo (l)	head
24201	Ancient halo	head
24203	Ancient halo (l)	head
24204	Brassica halo	head
24206	Brassica halo (l)	head
24207	Victor's cape (1)	cape
24209	Victor's cape (10)	cape
24211	Victor's cape (50)	cape
24213	Victor's cape (100)	cape
24215	Victor's cape (500)	cape
24219	Swift blade	weapon
24222	Ava's assembler (l)	cape
24223	Fire cape (l)	cape
24224	Infernal cape (l)	cape
24225	Granite maul	weapon
24227	Granite maul	weapon
24232	Imbued saradomin max cape (l)	cape
24233	Imbued zamorak max cape (l)	cape
24234	Imbued guthix max cape (l)	cape
24248	Imbued saradomin cape (l)	cape
24249	Imbued guthix cape (l)	cape
24250	Imbued zamorak cape (l)	cape
24266	V's shield	shield
24271	Neitiznot faceguard	head
24273	null	weapon
24274	null	weapon
24275	null	weapon
24288	Dagon'hai hat	head
24291	Dagon'hai robe top	torso
24294	Dagon'hai robe bottom	legs
24300	Spooky hood	head
24301	Spooky robe	torso
24302	Spooky skirt	legs
24303	Spooky gloves	hands
24304	Spooky boots	boots
24305	Spooky hood	head
24307	Spooky robe	torso
24309	Spooky skirt	legs
24311	Spooky gloves	hands
24313	Spooky boots	boots
24315	Spookier hood	head
24317	Spookier robe	torso
24319	Spookier skirt	legs
24321	Spookier gloves	hands
24323	Spookier boots	boots
24325	Pumpkin lantern	shield
24327	Skeleton lantern	weapon
24338	Bounty hunter hat (tier 1)	head
24340	Bounty hunter hat (tier 2)	head
24342	Bounty hunter hat (tier 3)	head
24344	Bounty hunter hat (tier 4)	head
24346	Bounty hunter hat (tier 5)	head
24348	Bounty hunter hat (tier 6)	head
24370	Twisted slayer helmet	head
24372	Twisted dragon trophy	weapon
24374	Twisted rune trophy	weapon
24376	Twisted adamant trophy	weapon
24378	Twisted mithril trophy	shield
24380	Twisted steel trophy	shield
24382	Twisted iron trophy	shield
24384	Twisted bronze trophy	shield
24386	null	weapon
24387	Twisted hat (t3)	head
24389	Twisted coat (t3)	torso
24391	Twisted trousers (t3)	legs
24393	Twisted boots (t3)	boots
24395	Twisted cane	weapon
24397	Twisted hat (t2)	head
24399	Twisted coat (t2)	torso
24401	Twisted trousers (t2)	legs
24403	Twisted boots (t2)	boots
24405	Twisted hat (t1)	head
24407	Twisted coat (t1)	torso
24409	Twisted trousers (t1)	legs
24411	Twisted boots (t1)	boots
24413	Twisted banner	weapon
24417	Inquisitor's mace	weapon
24419	Inquisitor's great helm	head
24420	Inquisitor's hauberk	torso
24421	Inquisitor's plateskirt	legs
24422	Nightmare staff	weapon
24423	Harmonised nightmare staff	weapon
24424	Volatile nightmare staff	weapon
24425	Eldritch nightmare staff	weapon
24428	Green gingerbread shield	shield
24430	Red gingerbread shield	shield
24431	Blue gingerbread shield	shield
24435	Festive pot	?
24437	Gingerbread shield	shield
24438	Iced gingerbread shield	shield
24439	Iced gingerbread shield	shield
24440	Iced gingerbread shield	shield
24444	Twisted slayer helmet (i)	head
24460	Twisted teleport scroll	weapon
24487	null	weapon
24520	Victor's cape (1000)	cape
24525	Cat ears	head
24527	Hell cat ears	head
24533	Runner hat (l)	head
24537	Carrot sword	weapon
24539	'24-carat' sword	weapon
24551	Blade of saeldor (c)	weapon
24617	Vesta's blighted longsword	weapon
24664	Twisted ancestral hat	head
24666	Twisted ancestral robe top	torso
24668	Twisted ancestral robe bottom	legs
24676	Vyre noble top	torso
24678	Vyre noble legs	legs
24680	Vyre noble shoes	boots
24693	Ruby sickle (b)	weapon
24695	Enchanted ruby sickle (b)	weapon
24697	Blisterwood sickle	weapon
24699	Blisterwood flail	weapon
24723	Hallowed focus	shield
24725	Hallowed symbol	amulet
24727	Hallowed hammer	weapon
24743	Graceful hood	head
24745	Graceful hood	head
24746	Graceful cape	cape
24748	Graceful cape	cape
24749	Graceful top	torso
24751	Graceful top	torso
24752	Graceful legs	legs
24754	Graceful legs	legs
24755	Graceful gloves	hands
24757	Graceful gloves	hands
24758	Graceful boots	boots
24760	Graceful boots	boots
24780	Amulet of blood fury	amulet
24790	Long rope	?
24792	Severed leg	weapon
24794	Vyre noble blazer	torso
24796	Vyre noble coat tails	legs
24798	Vyre noble vest	torso
24800	Vyre noble pants	legs
24802	Vyre noble corset	torso
24804	Vyre noble skirt	legs
24806	Vyre noble dress top	torso
24808	Vyre noble dress bottom	legs
24810	Vyre noble blazer	torso
24812	Vyre noble coat tails	legs
24814	Vyre noble vest	torso
24816	Vyre noble pants	legs
24818	Vyre noble corset	torso
24820	Vyre noble skirt	legs
24822	Vyre noble dress top	torso
24824	Vyre noble dress bottom	legs
24826	Vyre noble blazer	torso
24828	Vyre noble coat tails	legs
24830	Vyre noble vest	torso
24832	Vyre noble pants	legs
24834	Vyre noble corset	torso
24836	Vyre noble skirt	legs
24838	Vyre noble dress top	torso
24840	Vyre noble dress bottom	legs
24855	Mythical max cape	cape
24857	Mythical max hood	head
24862	Karamjan monkey	cape
24863	Zombie monkey	cape
24864	Maniacal monkey	cape
24865	Skeleton monkey	cape
24866	Kruk jr	cape
24867	Princely monkey	cape
24872	Carpenter's helmet	head
24874	Carpenter's shirt	torso
24876	Carpenter's trousers	legs
24878	Carpenter's boots	boots
24880	Amy's saw	weapon
24942	Reinforced goggles	head
24975	Headless head	head
24998	null	weapon
24999	null	weapon
25000	null	weapon
25001	Trailblazer hood (t3)	head
25004	Trailblazer top (t3)	torso
25007	Trailblazer trousers (t3)	legs
25010	Trailblazer boots (t3)	boots
25013	Trailblazer cane	weapon
25016	Trailblazer hood (t2)	head
25019	Trailblazer top (t2)	torso
25022	Trailblazer trousers (t2)	legs
25025	Trailblazer boots (t2)	boots
25028	Trailblazer hood (t1)	head
25031	Trailblazer top (t1)	torso
25034	Trailblazer trousers (t1)	legs
25037	Trailblazer boots (t1)	boots
25042	Trailblazer dragon trophy	weapon
25044	Trailblazer rune trophy	weapon
25046	Trailblazer adamant trophy	weapon
25048	Trailblazer mithril trophy	shield
25050	Trailblazer steel trophy	shield
25052	Trailblazer iron trophy	shield
25054	Trailblazer bronze trophy	shield
25056	Trailblazer banner	weapon
25059	Infernal harpoon (or)	weapon
25062	null	weapon
25063	Infernal pickaxe (or)	weapon
25066	Infernal axe (or)	weapon
25069	Graceful hood	head
25071	Graceful hood	head
25072	Graceful cape	cape
25074	Graceful cape	cape
25075	Graceful top	torso
25077	Graceful top	torso
25078	Graceful legs	legs
25080	Graceful legs	legs
25081	Graceful gloves	hands
25083	Graceful gloves	hands
25084	Graceful boots	boots
25086	Graceful boots	boots
25087	Trailblazer teleport scroll	weapon
25102	Fairy mushroom	shield
25106	Extradimensional bag	cape
25108	Extradimensional bag	cape
25110	Echo axe	weapon
25112	Echo pickaxe	weapon
25114	Echo harpoon	weapon
25116	null	weapon
25129	Beekeeper's hat	head
25131	Beekeeper's top	torso
25133	Beekeeper's legs	legs
25135	Beekeeper's gloves	hands
25137	Beekeeper's boots	boots
25163	Decorative boots	boots
25165	Decorative full helm	head
25167	Decorative boots	boots
25169	Decorative full helm	head
25171	Decorative boots	boots
25173	Decorative boots (l)	boots
25174	Decorative full helm	head
25176	Decorative full helm (l)	head
25177	Slayer helmet (i)	head
25179	Black slayer helmet (i)	head
25181	Green slayer helmet (i)	head
25183	Red slayer helmet (i)	head
25185	Purple slayer helmet (i)	head
25187	Turquoise slayer helmet (i)	head
25189	Hydra slayer helmet (i)	head
25191	Twisted slayer helmet (i)	head
25195	Blue cape	cape
25207	Red cape	cape
25208	Blue cape	cape
25212	Blue icon	jaw
25213	Blue icon	jaw
25214	Blue icon	jaw
25215	Blue icon	jaw
25216	Blue icon	jaw
25217	Blue icon	jaw
25218	Blue icon	jaw
25219	Blue icon	jaw
25220	Blue icon	jaw
25221	Blue icon	jaw
25222	Blue icon	jaw
25223	Blue icon	jaw
25224	Blue icon	jaw
25225	Blue icon	jaw
25226	Blue icon	jaw
25227	Blue icon	jaw
25228	Red icon	jaw
25229	Red icon	jaw
25230	Red icon	jaw
25231	Red icon	jaw
25232	Red icon	jaw
25233	Red icon	jaw
25234	Red icon	jaw
25235	Red icon	jaw
25236	Red icon	jaw
25237	Red icon	jaw
25238	Red icon	jaw
25239	Red icon	jaw
25240	Red icon	jaw
25241	Red icon	jaw
25242	Red icon	jaw
25243	Red icon	jaw
25250	Salve amulet(i)	amulet
25266	Black mask (10) (i)	head
25267	Black mask (9) (i)	head
25268	Black mask (8) (i)	head
25269	Black mask (7) (i)	head
25270	Black mask (6) (i)	head
25271	Black mask (5) (i)	head
25272	Black mask (4) (i)	head
25273	Black mask (3) (i)	head
25274	Black mask (2) (i)	head
25275	Black mask (1) (i)	head
25276	Black mask (i)	head
25278	Salve amulet(ei)	amulet
25282	Sled	weapon
25314	Giant boulder	weapon
25322	20th anniversary hat	head
25324	20th anniversary top	torso
25326	20th anniversary bottom	legs
25328	20th anniversary boots	boots
25330	20th anniversary gloves	hands
25332	20th anniversary necklace	amulet
25334	20th anniversary cape	cape
25336	Gnome child mask	head
25344	Soul cape	cape
25346	Soul cape	cape
25367	Infernal harpoon (uncharged)	weapon
25369	Infernal pickaxe (uncharged)	weapon
25371	Infernal axe (uncharged)	weapon
25373	Dragon harpoon (or)	weapon
25375	null	weapon
25376	Dragon pickaxe (or)	weapon
25378	Dragon axe (or)	weapon
25389	Swampbark body	torso
25392	Swampbark gauntlets	hands
25395	Swampbark boots	boots
25398	Swampbark helm	head
25401	Swampbark legs	legs
25404	Bloodbark body	torso
25407	Bloodbark gauntlets	hands
25410	Bloodbark boots	boots
25413	Bloodbark helm	head
25416	Bloodbark legs	legs
25434	Zealot's robe top	torso
25436	Zealot's robe bottom	legs
25438	Zealot's helm	head
25440	Zealot's boots	boots
25459	Bronze coffin	cape
25461	Steel coffin	cape
25463	Black coffin	cape
25465	Silver coffin	cape
25467	Gold coffin	cape
25469	Open bronze coffin	cape
25470	Open steel coffin	cape
25471	Open black coffin	cape
25472	Open silver coffin	cape
25473	Open gold coffin	cape
25484	Soulreaper axe	weapon
25489	Blood ancient sceptre	weapon
25490	Ice ancient sceptre	weapon
25491	Smoke ancient sceptre	weapon
25492	Shadow ancient sceptre	weapon
25493	Black d'hide chaps (beta)	legs
25494	Black d'hide vambraces (beta)	hands
25495	Crystal helm (beta)	head
25496	Crystal body (beta)	torso
25497	Crystal legs (beta)	legs
25500	Cursed banana	weapon
25502	Banana cape	cape
25515	Dharok's platebody	torso
25516	Dharok's greataxe	weapon
25517	Volatile nightmare staff	weapon
25518	Ancestral hat	head
25549	Golden prospector helmet	head
25551	Golden prospector jacket	torso
25553	Golden prospector legs	legs
25555	Golden prospector boots	boots
25557	Dark flippers	boots
25574	Tome of water	shield
25576	Tome of water (empty)	shield
25585	Fish sack barrel	cape
25587	Open fish sack barrel	cape
25592	Spirit angler headband	head
25594	Spirit angler top	torso
25596	Spirit angler waders	legs
25598	Spirit angler boots	boots
25604	Gregg's eastdoor	weapon
25606	Propeller hat	head
25615	Large water container	?
25633	Imcando hammer (broken)	?
25641	Barronite mace	weapon
25643	Barronite mace (l)	weapon
25644	Imcando hammer	weapon
25710	Stool	weapon
25711	Stool	weapon
25712	Clan cloak	cape
25714	Clan cloak	cape
25715	Clan cloak	cape
25716	Clan cloak	cape
25717	Clan cloak	cape
25718	Clan cloak	cape
25719	Clan cloak	cape
25720	Clan cloak	cape
25721	Clan vexillum	weapon
25723	Clan vexillum	weapon
25724	Clan vexillum	weapon
25725	Clan vexillum	weapon
25726	Clan vexillum	weapon
25727	Clan vexillum	weapon
25728	Clan vexillum	weapon
25729	Clan vexillum	weapon
25731	Holy sanguinesti staff	weapon
25733	Holy sanguinesti staff (uncharged)	weapon
25734	Holy ghrazi rapier	weapon
25736	Holy scythe of vitur	weapon
25738	Holy scythe of vitur (uncharged)	weapon
25739	Sanguine scythe of vitur	weapon
25741	Sanguine scythe of vitur (uncharged)	weapon
25818	Book of the dead	shield
25822	Protest banner	weapon
25840	Banana hat	head
25848	null	?
25849	Amethyst dart	weapon
25851	Amethyst dart(p)	weapon
25855	Amethyst dart(p+)	weapon
25857	Amethyst dart(p++)	weapon
25862	Bow of faerdhinen (inactive)	weapon
25865	Bow of faerdhinen	weapon
25867	Bow of faerdhinen (c)	weapon
25870	Blade of saeldor (c)	weapon
25872	Blade of saeldor (c)	weapon
25874	Blade of saeldor (c)	weapon
25876	Blade of saeldor (c)	weapon
25878	Blade of saeldor (c)	weapon
25880	Blade of saeldor (c)	weapon
25882	Blade of saeldor (c)	weapon
25884	Bow of faerdhinen (c)	weapon
25886	Bow of faerdhinen (c)	weapon
25888	Bow of faerdhinen (c)	weapon
25890	Bow of faerdhinen (c)	weapon
25892	Bow of faerdhinen (c)	weapon
25894	Bow of faerdhinen (c)	weapon
25896	Bow of faerdhinen (c)	weapon
25898	Tztok slayer helmet	head
25900	Tztok slayer helmet (i)	head
25902	Tztok slayer helmet (i)	head
25904	Vampyric slayer helmet	head
25906	Vampyric slayer helmet (i)	head
25908	Vampyric slayer helmet (i)	head
25910	Tzkal slayer helmet	head
25912	Tzkal slayer helmet (i)	head
25914	Tzkal slayer helmet (i)	head
25916	Dragon hunter crossbow (t)	weapon
25918	Dragon hunter crossbow (b)	weapon
25926	Ghommal's hilt 1	shield
25928	Ghommal's hilt 2	shield
25930	Ghommal's hilt 3	shield
25932	Ghommal's hilt 4	shield
25934	Ghommal's hilt 5	shield
25936	Ghommal's hilt 6	shield
25938	Anim offhand	?
25941	Anim offhand	?
25944	Anim offhand	?
25947	Anim offhand	?
25950	Anim offhand	?
25953	Anim offhand	?
25979	Keris partisan	weapon
25981	Keris partisan of breaching	weapon
25985	Elidinis' ward	shield
26156	Group ironman helm	head
26158	Group ironman platebody	torso
26160	Group ironman platebody	torso
26162	Group ironman platebody	torso
26164	Group ironman platebody	torso
26166	Group ironman platelegs	legs
26168	Group ironman bracers	hands
26170	Hardcore group ironman helm	head
26172	Hardcore group ironman platebody	torso
26174	Hardcore group ironman platebody	torso
26176	Hardcore group ironman platebody	torso
26178	Hardcore group ironman platebody	torso
26180	Hardcore group ironman platelegs	legs
26182	Hardcore group ironman bracers	hands
26184	Blue icon	jaw
26185	Blue icon	jaw
26186	Blue icon	jaw
26187	Blue icon	jaw
26188	Blue icon	jaw
26189	Blue icon	jaw
26190	Blue icon	jaw
26191	Blue icon	jaw
26192	Blue icon	jaw
26193	Blue icon	jaw
26194	Blue icon	jaw
26195	Blue icon	jaw
26196	Blue icon	jaw
26197	Blue icon	jaw
26198	Blue icon	jaw
26199	Blue icon	jaw
26200	Red icon	jaw
26201	Red icon	jaw
26202	Red icon	jaw
26203	Red icon	jaw
26204	Red icon	jaw
26205	Red icon	jaw
26206	Red icon	jaw
26207	Red icon	jaw
26208	Red icon	jaw
26209	Red icon	jaw
26210	Red icon	jaw
26211	Red icon	jaw
26212	Red icon	jaw
26213	Red icon	jaw
26214	Red icon	jaw
26215	Red icon	jaw
26219	Osmumten's fang	weapon
26221	Ancient ceremonial top	torso
26223	Ancient ceremonial legs	legs
26225	Ancient ceremonial mask	head
26227	Ancient ceremonial gloves	hands
26229	Ancient ceremonial boots	boots
26233	Ancient godsword	weapon
26235	Zaryte vambraces	hands
26241	Virtus mask	head
26243	Virtus robe top	torso
26245	Virtus robe bottom	legs
26254	Saucepan	head
26256	Ugly halloween jumper (orange)	torso
26258	Ugly halloween jumper (black)	torso
26260	Haunted wine bottle	weapon
26310	Festive elf slippers	boots
26312	Festive elf hat	head
26316	Secret santa present (red)	shield
26318	Secret santa present (blue)	shield
26320	Secret santa present (green)	shield
26322	Secret santa present (black)	shield
26324	Secret santa present (gold)	shield
26374	Zaryte crossbow	weapon
26382	Torva full helm	head
26384	Torva platebody	torso
26386	Torva platelegs	legs
26424	Shattered banner	weapon
26427	Shattered hood (t1)	head
26430	Shattered top (t1)	torso
26433	Shattered trousers (t1)	legs
26436	Shattered boots (t1)	boots
26439	Shattered hood (t2)	head
26442	Shattered top (t2)	torso
26445	Shattered trousers (t2)	legs
26448	Shattered boots (t2)	boots
26451	Shattered hood (t3)	head
26454	Shattered top (t3)	torso
26457	Shattered trousers (t3)	legs
26460	Shattered boots (t3)	boots
26463	Void knight top (or)	torso
26465	Void knight robe (or)	legs
26467	Void knight gloves (or)	hands
26469	Elite void top (or)	torso
26471	Elite void robe (or)	legs
26473	Void mage helm (or)	head
26475	Void ranger helm (or)	head
26477	Void melee helm (or)	head
26482	Abyssal whip (or)	weapon
26484	Abyssal tentacle (or)	weapon
26486	Rune crossbow (or)	weapon
26488	Book of balance (or)	shield
26490	Book of darkness (or)	shield
26492	Book of law (or)	shield
26494	Book of war (or)	shield
26496	Holy book (or)	shield
26498	Unholy book (or)	shield
26500	Shattered teleport scroll	weapon
26503	Shattered relics bronze trophy	shield
26505	Shattered relics iron trophy	shield
26507	Shattered relics steel trophy	shield
26509	Shattered relics mithril trophy	shield
26511	Shattered relics adamant trophy	weapon
26513	Shattered relics rune trophy	weapon
26515	Shattered relics dragon trophy	weapon
26517	Shattered cane	weapon
26531	Mystic hat (or)	head
26533	Mystic robe top (or)	torso
26535	Mystic robe bottom (or)	legs
26537	Mystic gloves (or)	hands
26539	Mystic boots (or)	boots
26549	Portable waystone	amulet
26551	Arcane grimoire	shield
26581	Goblin potion(4)	shield
26649	Skis	weapon
26674	Slayer helmet (i)	head
26675	Black slayer helmet (i)	head
26676	Green slayer helmet (i)	head
26677	Red slayer helmet (i)	head
26678	Purple slayer helmet (i)	head
26679	Turquoise slayer helmet (i)	head
26680	Hydra slayer helmet (i)	head
26681	Twisted slayer helmet (i)	head
26682	Tztok slayer helmet (i)	head
26683	Vampyric slayer helmet (i)	head
26684	Tzkal slayer helmet (i)	head
26696	Wristbands of the arena (broken)	?
26697	Hardened wristbands of the arena (broken)	?
26708	Dragon claws (or)	weapon
26710	Dragon warhammer (or)	weapon
26712	Heavy ballista (or)	weapon
26714	Armadyl helmet (or)	head
26715	Armadyl chestplate (or)	torso
26716	Armadyl chainskirt (or)	legs
26718	Bandos chestplate (or)	torso
26719	Bandos tassets (or)	legs
26720	Bandos boots (or)	boots
26721	Centurion cuirass	torso
26722	Centurion cuirass (l)	torso
26723	Wristbands of the arena	hands
26724	Wristbands of the arena (l)	hands
26725	Wristbands of the arena (c)	hands
26726	Wristbands of the arena (cl)	hands
26727	Wristbands of the arena (i)	hands
26728	Wristbands of the arena (il)	hands
26729	Wristbands of the arena (ic)	hands
26730	Wristbands of the arena (ilc)	hands
26731	Saika's hood	head
26732	Saika's hood (l)	head
26733	Saika's veil	head
26734	Saika's veil (l)	head
26735	Saika's shroud	head
26736	Saika's shroud (l)	head
26737	Koriff's headband	head
26738	Koriff's headband (l)	head
26739	Koriff's cowl	head
26740	Koriff's cowl (l)	head
26741	Koriff's coif	head
26742	Koriff's coif (l)	head
26743	Maoma's med helm	head
26744	Maoma's med helm (l)	head
26745	Maoma's full helm	head
26746	Maoma's full helm (l)	head
26747	Maoma's great helm	head
26748	Maoma's great helm (l)	head
26749	Calamity chest	torso
26750	Calamity chest (l)	torso
26751	Superior calamity chest	torso
26752	Superior calamity chest (l)	torso
26753	Elite calamity chest	torso
26754	Elite calamity chest (l)	torso
26755	Calamity breeches	legs
26756	Calamity breeches (l)	legs
26757	Superior calamity breeches	legs
26758	Superior calamity breeches (l)	legs
26759	Elite calamity breeches	legs
26760	Elite calamity breeches (l)	legs
26763	Salve amulet(i)	amulet
26771	Black mask (10) (i)	head
26772	Black mask (9) (i)	head
26773	Black mask (8) (i)	head
26774	Black mask (7) (i)	head
26775	Black mask (6) (i)	head
26776	Black mask (5) (i)	head
26777	Black mask (4) (i)	head
26778	Black mask (3) (i)	head
26779	Black mask (2) (i)	head
26780	Black mask (1) (i)	head
26781	Black mask (i)	head
26782	Salve amulet(ei)	amulet
26788	Gold tiara	head
26801	Catalytic tiara	head
26804	Elemental tiara	head
26822	Abyssal lantern	shield
26824	Abyssal lantern (normal logs)	shield
26826	Abyssal lantern (blue logs)	shield
26828	Abyssal lantern (red logs)	shield
26830	Abyssal lantern (white logs)	shield
26832	Abyssal lantern (purple logs)	shield
26834	Abyssal lantern (green logs)	shield
26836	Abyssal lantern (oak logs)	shield
26838	Abyssal lantern (willow logs)	shield
26840	Abyssal lantern (maple logs)	shield
26842	Abyssal lantern (yew logs)	shield
26844	Abyssal lantern (blisterwood logs)	shield
26846	Abyssal lantern (magic logs)	shield
26848	Abyssal lantern (redwood logs)	shield
26850	Hat of the eye	head
26852	Robe top of the eye	torso
26854	Robe bottoms of the eye	legs
26856	Boots of the eye	boots
26858	Hat of the eye (red)	head
26860	Robe top of the eye (red)	torso
26862	Robe bottoms of the eye (red)	legs
26864	Hat of the eye (green)	head
26866	Robe top of the eye (green)	torso
26868	Robe bottoms of the eye (green)	legs
26870	Hat of the eye (blue)	head
26872	Robe top of the eye (blue)	torso
26874	Robe bottoms of the eye (blue)	legs
26879	Guardian essence	?
26880	Catalytic guardian stone	?
26881	Elemental guardian stone	?
26903	Eye amulet	amulet
26910	Tarnished locket	amulet
26912	Lost bag	cape
26914	Amulet of the eye	amulet
26937	Easter hat	head
26941	Polyelemental guardian stone	?
26945	Pharaoh's sceptre (uncharged)	weapon
26948	Pharaoh's sceptre	weapon
26950	Pharaoh's sceptre	weapon
26963	Odd spectacles	head
26967	Circlet of water (uncharged)	head
26969	Circlet of water	head
26984	Lost bag	cape
26986	Lost bag	cape
26988	Lost bag	cape
26990	Amulet of the eye	amulet
26992	Amulet of the eye	amulet
26994	Amulet of the eye	amulet
27000	Void knight top (l)(or)	torso
27001	Void knight robe (l)(or)	legs
27002	Void knight gloves (l)(or)	hands
27003	Elite void top (l)(or)	torso
27004	Elite void robe (l)(or)	legs
27005	Void mage helm (l)(or)	head
27006	Void ranger helm (l)(or)	head
27007	Void melee helm (l)(or)	head
27008	Dragon defender (l)(t)	shield
27009	Rune defender (l)(t)	shield
27010	Preform	weapon
27014	Kovac's grog	?
27021	Colossal blade	weapon
27023	Smiths tunic	torso
27025	Smiths trousers	legs
27027	Smiths boots	boots
27029	Smiths gloves	hands
27031	Smiths gloves (i)	hands
27035	Flower crown	head
27042	Group ironman helm (unranked)	head
27044	Group ironman platelegs (unranked)	legs
27046	Group ironman bracers (unranked)	hands
27048	Group ironman platebody (unranked)	torso
27050	Group ironman platebody (unranked)	torso
27052	Group ironman platebody (unranked)	torso
27054	Group ironman platebody (unranked)	torso
27100	Elder maul (or)	weapon
27110	Mithril gloves (wrapped)	hands
27111	Rune gloves (wrapped)	hands
27112	Barrows gloves (wrapped)	hands
27115	Elder chaos top (or)	torso
27117	Elder chaos robe (or)	legs
27119	Elder chaos hood (or)	head
27123	Dagon'hai hat (or)	head
27125	Dagon'hai robe top (or)	torso
27127	Dagon'hai robe bottom (or)	legs
27141	Flower crown	head
27143	Flower crown	head
27145	Flower crown	head
27147	Flower crown	head
27149	Flower crown	head
27151	Flower crown	head
27153	Flower crown	head
27155	Flower crown	head
27157	Dragon knife	weapon
27158	Mystic robe top (dark)	torso
27159	Mystic robe bottom (dark)	legs
27160	Mystic robe top (light)	torso
27161	Mystic robe bottom (light)	legs
27162	Wizard boots	boots
27163	Guthix halo	head
27164	Zamorak halo	head
27165	Saradomin halo	head
27166	Ghostly hood	head
27167	Ghostly robe	torso
27168	Ghostly robe	legs
27169	Berserker helm	head
27170	Infinity boots	boots
27171	Tormented bracelet	hands
27172	Necklace of anguish	amulet
27173	Amulet of torture	amulet
27174	Elder chaos top	torso
27175	Elder chaos robe	legs
27176	Elder chaos hood	head
27177	Fremennik kilt	legs
27178	Spiked manacles	boots
27179	Rangers' tunic	torso
27180	Guthix chaps	legs
27181	Zamorak chaps	legs
27182	Saradomin chaps	legs
27183	3rd age mage hat	head
27184	Ancient godsword	weapon
27185	Rune defender	shield
27186	Zaryte crossbow	weapon
27187	Bow of faerdhinen (c)	weapon
27188	Light ballista	weapon
27189	Verac's flail	weapon
27190	Verac's brassard	torso
27191	Unholy book	shield
27193	Ancestral robe top	torso
27194	Ancestral robe bottom	legs
27195	Inquisitor's great helm	head
27196	Inquisitor's hauberk	torso
27197	Inquisitor's plateskirt	legs
27198	Inquisitor's mace	weapon
27199	3rd age range top	torso
27200	3rd age range legs	legs
27201	3rd age range coif	head
27226	Masori mask	head
27229	Masori body	torso
27232	Masori chaps	legs
27235	Masori mask (f)	head
27238	Masori body (f)	torso
27241	Masori chaps (f)	legs
27246	Osmumten's fang (or)	weapon
27251	Elidinis' ward (f)	shield
27253	Elidinis' ward (or)	shield
27257	Icthlarin's shroud (tier 1)	cape
27259	Icthlarin's shroud (tier 2)	cape
27261	Icthlarin's shroud (tier 3)	cape
27263	Icthlarin's shroud (tier 4)	cape
27265	Icthlarin's shroud (tier 5)	cape
27267	Icthlarin's hood (tier 5)	head
27275	Tumeken's shadow	weapon
27277	Tumeken's shadow (uncharged)	weapon
27287	Keris partisan of corruption	weapon
27291	Keris partisan of the sun	weapon
27358	Tome of fire	shield
27363	Masori assembler max cape	cape
